1,1.58,1.07,1.96,19,69,14
2,0.47,1.49,0.66,11,4,14
3,1.77,0.53,1.64,90,17,64
4,1.97,0.79,1.21,95,11,91
5,1.25,1.53,1.5,80,76,80
6,0.31,1.71,0.67,47,73,98
7,1.26,0.58,0.01,47,14,41
8,1.0,1.74,1.86,5,37,16
9,0.39,1.22,1.21,92,29,47
10,0.8,0.42,1.75,56,67,90
11,0.24,1.73,0.95,93,59,68
12,1.9,0.53,0.05,37,38,91
13,0.75,1.24,0.11,53,34,100
14,1.88,1.83,0.21,15,17,88
15,0.87,0.02,0.13,40,98,72
16,1.23,1.04,0.34,64,31,45
17,0.48,1.74,0.39,42,8,31
18,0.94,0.05,0.48,4,95,9
19,1.25,1.2,0.14,41,91,30
20,1.16,0.76,1.84,94,54,13
21,0.86,0.67,0.7,10,46,12
22,0.94,1.23,1.14,61,54,65
23,0.24,0.83,0.34,8,5,4
24,0.66,0.18,1.13,59,42,47
25,1.15,1.67,0.07,85,98,61
26,1.04,1.88,1.6,68,67,7
27,1.02,1.68,0.21,21,83,31
28,1.0,0.43,1.33,63,87,21
29,0.84,1.45,1.28,20,8,49
30,0.09,1.8,1.87,39,40,30
31,0.51,1.03,0.91,79,78,61
32,1.12,0.92,0.24,56,91,46
33,0.32,0.8,0.28,78,20,26
