1,0.76,1.0,1.97,2,18,44
2,0.28,1.61,0.81,34,78,97
3,1.4,1.51,0.08,65,35,2
4,1.62,0.59,1.77,58,45,14
5,0.01,1.71,0.67,32,99,44
6,1.77,0.6,0.34,61,41,41
7,1.58,0.56,1.3,27,87,100
8,0.2,1.33,0.18,99,100,87
9,1.92,0.02,0.53,44,72,30
10,1.89,1.82,0.06,74,26,23
11,1.43,0.53,1.12,3,38,97
12,1.8,1.27,1.45,72,93,85
13,0.38,1.35,1.51,26,21,2
14,1.59,0.55,0.35,21,15,58
15,0.48,0.55,1.27,1,74,45
16,0.58,0.79,0.58,95,36,100
17,1.14,1.88,1.39,8,31,66
18,1.46,1.85,1.32,15,92,100
19,0.72,0.56,1.69,89,90,4
20,0.0,1.84,0.8,99,17,78
21,0.59,0.15,0.65,73,52,74
22,0.3,0.63,0.42,63,58,37
23,1.27,1.66,0.2,36,52,100
24,1.41,1.33,1.58,27,43,62
25,1.12,1.18,0.72,35,49,83
26,1.63,0.62,1.02,20,48,78
27,1.17,1.28,1.72,76,74,81
28,0.55,0.88,0.32,97,76,38
29,0.94,1.66,0.37,90,81,8
30,1.42,1.43,0.23,66,15,7
31,1.56,1.75,0.6,53,11,31
32,0.01,1.07,1.43,50,31,14
33,1.7,1.14,1.73,28,55,55
34,1.15,1.35,0.48,5,95,100
35,0.84,1.61,0.27,28,44,71
36,0.35,1.84,1.82,49,93,74
37,0.34,0.88,0.65,48,85,47
38,0.86,1.38,1.92,21,89,11
39,1.85,1.25,1.61,100,35,96
40,1.72,0.07,0.56,57,46,66
41,1.54,0.87,1.18,45,4,92
42,0.93,0.73,0.36,38,5,43
43,0.3,1.77,0.91,33,63,57
44,1.44,1.13,1.3,98,57,46
45,1.22,1.13,1.99,33,70,3
46,1.5,0.06,1.63,15,17,71
47,0.51,0.69,1.23,38,57,26
48,0.08,1.03,1.68,40,92,93
49,0.26,0.86,1.66,83,93,98
50,0.61,1.39,1.96,29,39,97
51,1.49,0.09,0.71,51,39,85
52,0.13,0.95,0.8,4,46,37
53,0.72,1.63,1.43,11,9,73
54,1.9,0.9,0.38,49,76,78
55,1.81,0.69,0.06,36,12,71
56,1.57,0.6,1.93,58,46,57
57,0.38,1.39,1.86,38,9,57
1,0.18,1.88,0.15,92,82,37
2,0.08,1.13,1.01,11,73,38
3,0.55,1.93,0.11,43,4,99
4,0.46,0.03,0.88,66,39,73
5,1.09,0.48,0.93,86,92,97
6,1.96,1.48,0.95,58,89,36
7,1.3,0.63,0.78,62,80,53
8,0.76,0.29,1.01,74,7,82
9,0.39,0.93,1.85,98,14,33
10,1.94,0.13,1.53,93,25,89
11,0.08,1.69,1.78,17,53,70
12,0.19,0.23,0.26,41,59,35
13,1.12,0.63,0.32,31,34,59
14,1.8,0.58,0.67,19,1,7
15,1.7,0.81,0.19,28,81,31
16,0.27,0.97,1.0,73,76,56
17,1.01,0.26,0.31,1,31,64
18,1.76,1.09,1.13,58,80,84
19,0.17,1.17,0.8,46,30,59
20,0.83,1.25,1.42,67,50,8
21,0.35,0.41,1.05,86,57,6
22,1.97,0.85,0.76,71,97,51
23,0.34,0.81,1.77,42,50,55
24,1.22,1.73,1.39,36,97,31
25,1.87,1.58,1.52,15,2,13
26,1.48,1.42,0.17,2,4,28
27,0.28,1.04,0.92,8,9,73
28,0.32,0.2,0.5,65,49,91
29,0.44,0.05,1.93,40,93,76
30,0.32,1.73,1.03,13,89,34
31,0.17,1.91,0.71,92,1,52
32,0.27,1.44,1.41,74,56,94
33,1.52,1.9,1.17,35,61,32
34,0.47,1.16,1.75,89,92,75
35,1.51,0.27,0.92,27,24,97
36,0.02,1.46,0.67,85,9,26
37,0.82,1.96,1.24,19,18,11
38,1.77,1.83,1.15,45,8,60
39,0.48,1.27,1.27,19,41,81
40,0.98,1.15,0.42,77,53,90
41,1.15,1.0,1.84,87,36,49
42,1.39,1.99,0.04,53,79,50
43,1.46,1.4,0.82,59,98,92
44,1.75,0.35,1.6,31,11,70
45,1.64,0.56,0.68,19,82,94
46,0.58,1.28,0.96,49,8,17
47,0.78,1.62,1.37,100,47,85
48,1.61,1.41,0.46,82,83,81
49,1.54,1.89,0.85,74,82,92
50,1.66,1.63,1.58,8,14,24
51,1.21,0.05,1.34,82,29,30
52,0.12,0.85,1.63,93,26,8
53,0.98,1.85,0.27,89,44,27
54,1.26,0.85,1.79,2,4,9
55,0.17,1.57,1.8,25,52,67
56,1.51,0.84,1.24,24,65,100
57,1.39,1.04,1.62,79,17,16
58,1.08,0.1,1.51,48,59,83
59,1.76,1.58,0.32,62,21,11
60,0.72,0.9,1.18,19,92,78
61,0.57,1.96,1.6,81,42,62
62,1.76,0.31,2.0,54,46,18
63,0.78,0.09,0.3,85,92,31
64,2.0,0.73,0.76,69,83,70
65,1.74,1.03,0.98,11,60,5
66,1.55,1.46,1.36,4,84,33
67,0.03,0.59,0.42,5,59,65
68,0.48,1.07,1.64,54,41,55
69,0.81,0.04,1.76,49,85,56
70,1.67,1.41,0.5,28,29,16
71,1.81,0.07,0.81,20,36,17
72,0.87,1.81,1.89,58,7,26
73,0.66,0.1,1.83,92,87,38
74,0.78,1.46,0.95,67,97,78
75,0.04,0.76,1.22,38,57,6
76,0.42,1.03,0.97,70,19,77
77,0.97,0.86,0.48,2,23,74
78,0.43,1.79,0.95,88,20,78
79,1.8,0.51,0.41,78,21,96
80,1.01,1.55,1.65,67,2,7
81,1.23,1.47,1.3,48,6,30
82,0.93,0.64,1.66,20,55,17
83,0.14,1.8,0.61,39,85,33
84,0.16,1.92,1.12,93,75,53
85,1.24,0.11,1.64,41,89,94
86,0.06,0.22,0.02,24,27,4
87,0.26,0.25,0.17,89,79,67
88,1.85,1.29,1.42,86,59,40
89,0.6,1.46,1.79,39,5,83
90,1.07,0.22,0.92,28,9,74
91,0.03,1.32,0.93,48,95,74
92,0.13,1.9,1.44,58,64,85
93,1.21,1.35,1.33,37,27,72
94,1.91,1.92,0.94,80,2,86
95,0.68,1.28,1.86,90,41,70
96,1.88,0.06,0.67,16,69,34
97,1.9,1.38,0.02,62,6,29
98,1.73,1.0,0.7,29,31,19
99,0.85,1.35,1.45,22,61,100
100,0.81,0.09,0.26,67,75,67
101,1.96,0.24,1.94,14,71,43
102,0.69,0.53,1.06,13,32,85
103,1.04,1.21,1.23,38,21,55
104,1.92,1.91,1.19,40,3,85
105,1.56,0.44,1.45,9,3,58
106,1.32,1.73,1.03,81,14,54
107,1.27,0.24,0.84,3,63,77
108,0.19,1.39,1.63,70,68,94
109,1.92,1.49,0.96,60,5,11
110,0.95,0.95,1.17,35,63,100
111,0.9,0.87,1.55,41,4,3
112,2.0,0.01,1.06,20,68,3
113,0.96,1.4,1.57,81,70,45
114,1.6,1.9,1.04,5,3,73
115,1.24,1.91,0.27,80,73,42
116,0.91,1.97,1.36,96,40,57
117,1.14,0.85,1.1,1,91,55
118,0.75,1.51,1.46,6,20,19
119,0.5,1.09,1.89,18,65,74
120,0.67,0.57,0.75,9,35,19
121,1.37,0.66,0.03,76,51,39
122,0.95,1.54,1.54,59,51,61
123,1.24,1.6,1.94,49,95,48
124,0.03,0.67,0.75,89,99,67
125,1.26,0.62,0.99,88,15,35
126,0.2,0.08,1.05,74,39,90
127,0.01,1.68,1.79,76,5,27
128,1.75,1.09,1.91,51,20,97
129,0.92,0.56,0.49,85,65,66
130,0.15,1.73,0.74,80,38,71
131,1.25,0.68,1.61,100,94,2
132,0.16,0.87,1.07,28,23,88
133,1.6,0.66,0.32,45,51,3
134,1.49,0.7,0.42,61,84,96
135,0.15,1.9,1.59,53,5,12
