1,0.88,0.08,1.09,3,65,17
2,0.11,0.16,0.63,91,62,23
3,1.56,2.0,1.94,94,99,2
4,1.7,1.53,0.54,34,50,31
5,0.09,1.39,0.76,81,17,42
6,0.66,0.2,1.36,77,79,74
7,0.92,0.35,0.82,42,68,18
8,1.33,1.79,0.77,39,61,80
9,0.79,0.76,1.07,93,97,22
10,0.52,1.57,0.09,31,70,12
11,1.2,0.21,1.47,71,77,41
12,0.72,0.28,1.52,59,55,17
13,1.65,0.01,1.63,28,61,14
14,1.64,0.15,1.87,44,64,91
15,1.49,1.93,0.78,16,26,1
16,0.24,0.09,1.79,29,43,4
17,0.5,1.43,0.92,69,81,79
18,0.39,1.5,0.89,6,43,9
19,1.73,0.55,0.42,74,77,57
20,1.12,0.14,0.61,40,7,37
21,0.96,0.24,1.68,91,100,1
22,0.85,1.25,1.19,81,55,78
23,0.88,0.25,0.42,34,43,6
24,1.53,2.0,1.02,73,80,41
25,1.5,0.2,1.76,79,29,82
26,0.54,1.4,1.73,69,86,4
27,0.12,0.16,0.93,74,59,19
28,1.36,1.16,1.71,86,31,10
29,0.59,1.22,0.63,38,9,25
30,1.44,1.58,0.8,37,38,93
31,1.14,1.31,0.15,96,42,31
32,0.98,1.02,0.84,16,9,38
33,1.43,1.68,1.12,13,77,6
34,1.44,1.38,0.5,46,58,19
35,1.7,1.1,1.46,61,26,78
36,1.45,1.91,1.15,43,28,13
37,1.69,0.9,0.34,49,92,84
38,0.05,1.29,1.48,76,45,16
39,1.05,0.47,0.38,8,7,57
40,1.27,1.09,0.82,12,38,89
41,0.03,1.48,0.99,37,56,5
42,0.34,1.78,1.57,99,49,54
43,1.2,1.32,0.03,58,18,21
44,1.68,1.21,1.51,54,40,47
45,1.14,0.9,0.84,29,12,46
46,0.74,1.61,0.77,79,59,93
47,1.97,0.21,0.3,7,94,100
48,0.19,0.29,1.48,44,60,57
49,0.33,0.15,0.53,78,22,28
50,1.97,0.81,0.1,49,17,56
51,0.85,0.36,0.67,37,72,55
52,1.91,1.76,1.05,1,57,60
53,1.51,1.48,1.9,55,71,79
54,1.53,1.48,0.75,35,91,74
55,1.72,0.51,1.28,48,57,78
56,1.05,1.94,1.39,23,65,96
57,0.56,1.75,1.92,3,81,30
58,0.14,1.82,1.3,4,2,90
59,0.64,1.57,0.9,74,88,68
60,1.68,0.3,0.05,34,88,57
61,0.93,0.93,1.44,69,48,78
62,0.93,1.48,1.6,51,90,31
63,1.94,1.97,0.22,55,33,30
64,0.86,0.62,0.07,69,39,53
65,0.33,0.16,1.93,40,83,89
66,1.3,0.25,0.48,23,56,71
67,0.54,0.21,1.44,79,1,83
68,1.25,0.49,1.86,94,18,72
69,1.04,0.26,1.02,67,18,47
70,1.91,0.95,1.43,97,21,21
71,0.6,0.07,1.49,24,22,80
72,0.61,1.79,0.01,21,37,36
73,1.89,1.82,1.11,58,25,62
74,0.93,1.19,0.06,62,63,96
75,1.07,0.33,0.43,15,76,94
76,0.73,0.77,0.79,86,5,80
77,1.28,0.21,0.38,1,33,10
1,0.04,0.38,1.22,39,77,59
2,0.76,1.95,1.61,51,18,34
3,1.79,0.8,1.71,37,93,44
4,0.94,0.43,1.44,86,86,72
5,0.05,0.69,0.72,92,40,88
6,1.83,0.1,1.29,12,39,8
7,0.92,0.2,0.0,18,66,50
8,1.96,0.81,1.92,22,39,66
9,1.75,1.14,1.59,8,32,40
10,1.21,1.06,1.08,43,28,88
11,1.35,1.89,1.1,44,46,65
12,1.1,1.92,0.9,85,23,14
13,1.42,0.3,0.6,36,70,98
14,1.41,0.62,1.28,63,36,19
15,0.08,0.31,0.9,55,57,35
16,1.63,0.01,1.5,37,50,90
17,0.99,1.35,1.67,96,42,65
18,0.27,0.42,0.28,10,65,89
19,1.52,1.47,0.58,34,44,83
1,0.6,1.28,0.41,6,7,82
2,1.77,1.63,0.85,89,61,75
3,0.23,0.27,0.14,37,72,76
4,1.7,1.52,0.27,50,51,78
5,1.77,1.16,1.19,85,59,100
6,0.8,1.33,0.13,6,31,9
7,1.13,1.51,2.0,38,86,68
8,0.4,0.96,0.2,74,23,78
9,0.47,0.86,1.09,82,41,12
10,0.29,0.47,0.63,73,31,6
11,1.11,0.19,1.5,66,85,96
12,0.62,0.78,0.72,28,51,65
13,1.93,0.63,1.46,73,63,87
14,1.0,0.95,0.1,83,14,76
15,0.75,1.05,1.03,49,23,36
16,0.87,0.47,0.37,31,31,60
17,1.82,0.08,1.09,35,34,29
18,1.75,0.54,1.6,40,37,68
19,0.95,1.51,0.9,52,27,31
20,0.86,1.22,0.05,65,8,2
21,1.21,0.0,0.36,94,53,62
22,1.56,1.87,0.6,27,36,49
23,1.39,1.62,1.26,36,96,23
24,1.9,0.68,1.37,49,24,43
25,1.51,0.91,0.2,84,11,13
26,1.42,0.11,1.14,37,13,50
27,0.85,1.23,0.17,97,89,41
28,1.41,0.05,0.49,14,20,51
29,1.93,0.14,1.36,87,38,64
30,0.12,0.26,0.03,15,28,64
31,0.9,1.59,0.48,73,64,53
32,0.44,1.2,1.84,16,81,26
33,0.88,0.99,1.67,43,56,32
34,1.92,0.59,1.97,74,94,78
35,1.07,1.69,1.27,93,87,60
36,1.92,0.85,1.64,58,41,97
37,0.86,0.51,0.77,77,2,88
38,0.89,0.82,1.86,38,34,8
39,1.77,1.59,0.39,24,96,94
40,1.82,1.93,0.97,12,35,55
41,0.83,0.55,0.65,84,59,74
42,1.79,0.71,1.23,92,100,93
43,1.11,0.93,1.45,35,72,63
44,0.66,0.11,0.74,1,99,66
45,1.71,1.46,0.99,99,100,44
46,0.59,1.61,1.81,15,78,82
47,0.88,0.28,1.63,91,35,33
48,1.01,1.36,0.84,56,96,17
49,0.66,1.59,1.36,40,3,37
50,1.77,0.48,0.87,32,87,86
51,0.48,0.84,0.34,66,75,51
52,1.19,1.93,0.38,17,10,50
53,0.65,1.48,1.77,41,78,93
54,1.28,1.16,0.03,33,81,64
55,1.17,0.45,0.5,40,18,53
56,1.77,1.49,1.42,76,48,71
57,1.46,1.08,1.72,41,51,73
58,0.58,0.36,1.1,23,81,5
59,0.74,1.02,0.44,19,18,15
60,0.14,0.22,1.07,96,9,16
61,1.24,0.34,0.4,23,74,3
62,0.8,0.07,1.73,14,23,61
63,1.84,0.93,0.08,74,70,67
64,0.91,1.47,1.25,63,94,95
65,1.48,0.6,0.59,13,2,42
66,1.91,0.21,1.99,94,53,97
67,1.7,1.25,1.64,95,72,75
68,1.98,0.76,1.92,72,35,2
69,0.28,1.45,1.56,82,50,36
70,0.77,0.54,1.42,64,3,75
71,1.5,1.3,1.66,21,76,88
72,1.02,1.7,1.63,5,12,36
73,0.32,0.55,1.43,78,86,81
74,0.55,0.86,0.66,96,68,57
75,0.35,0.56,1.43,23,88,77
76,1.65,0.56,1.42,26,96,4
77,1.39,1.55,1.26,17,73,65
78,0.64,0.92,0.94,4,22,2
79,0.49,0.6,1.62,43,91,42
80,1.31,0.48,0.07,49,99,50
81,0.16,1.15,0.98,17,18,96
82,1.5,1.66,0.99,55,74,55
83,1.52,1.42,1.22,43,17,65
84,1.53,0.54,0.26,42,70,65
85,1.09,0.46,0.1,89,45,17
86,0.32,1.58,0.26,32,67,63
87,1.76,1.42,1.99,87,37,55
88,2.0,1.23,0.34,64,90,98
89,1.67,0.3,1.55,41,90,49
90,1.69,0.98,0.96,98,73,94
91,1.42,0.94,1.39,98,42,64
92,1.23,0.17,1.68,62,18,15
93,0.51,1.63,0.99,9,71,10
94,1.89,1.62,1.94,69,6,27
95,1.32,1.51,1.23,18,85,55
96,0.1,0.14,1.08,79,8,24
97,1.8,0.75,0.2,9,76,89
98,1.67,1.92,0.37,54,94,21
99,0.08,1.86,1.23,84,89,36
100,0.76,2.0,0.01,98,31,49
101,1.58,0.8,0.47,97,28,70
102,0.66,0.14,1.39,40,46,71
103,0.31,1.45,0.97,70,73,56
104,0.95,1.29,1.56,64,69,18
105,0.06,0.49,0.14,63,19,89
106,1.76,1.69,0.96,75,94,64
107,0.15,1.59,1.04,54,41,14
108,0.2,1.31,0.39,39,15,61
109,0.4,1.35,1.4,78,52,13
110,1.01,0.5,1.53,37,47,71
111,1.99,0.63,0.89,11,91,29
112,1.11,1.47,0.65,9,47,70
113,0.93,0.35,0.3,24,8,42
114,0.94,1.74,0.88,11,27,12
